set,name,number,unlimited,reverse,promo,1st,shadowless,1st shadowless,fourth,worlds
Roaring Skies,Nincada,9,2,2,0,0,0,0,0,0
Roaring Skies,Ninjask,10,2,0,0,0,0,0,0,0
Roaring Skies,Shedinja,11,2,0,0,0,0,0,0,0
Roaring Skies,Victini,13,2,0,0,0,0,0,0,0
Roaring Skies,Fletchinder,14,2,1,0,0,0,0,0,0
Roaring Skies,Articuno,16,1,0,0,0,0,0,0,0
Roaring Skies,Articuno,17,1,0,0,0,0,0,0,0
Roaring Skies,Wingull,18,2,1,0,0,0,0,0,0
Roaring Skies,Pelipper,19,1,0,0,0,0,0,0,0
Roaring Skies,Pikachu,20,2,1,0,0,0,0,0,0
Roaring Skies,Voltorb,21,2,0,0,0,0,0,0,0
Roaring Skies,Electrode,22,1,0,0,0,0,0,0,0
Roaring Skies,Electrike,24,2,0,0,0,0,0,0,0
Roaring Skies,Natu,27,1,0,0,0,0,0,0,0
Roaring Skies,Natu,28,2,1,0,0,0,0,0,0
Roaring Skies,Xatu,29,2,0,0,0,0,0,0,0
Roaring Skies,Shuppet,30,2,0,0,0,0,0,0,0
Roaring Skies,Banette,31,2,0,0,0,0,0,0,0
Roaring Skies,Banette,32,1,0,0,0,0,0,0,0
Roaring Skies,Deoxys,33,1,0,0,0,0,0,0,0
Roaring Skies,Gallade-EX,34,1,0,0,0,0,0,0,0
Roaring Skies,Gligar,36,2,1,0,0,0,0,0,0
Roaring Skies,Gliscor,37,2,0,0,0,0,0,0,0
Roaring Skies,Binacle,38,2,0,0,0,0,0,0,0
Roaring Skies,Hawlucha,39,2,1,0,0,0,0,0,0
Roaring Skies,Inkay,41,2,0,0,0,0,0,0,0
Roaring Skies,Jirachi,42,1,0,0,0,0,0,0,0
Roaring Skies,Togepi,43,2,0,0,0,0,0,0,0
Roaring Skies,Togetic,44,0,1,0,0,0,0,0,0
Roaring Skies,Togekiss,45,1,1,0,0,0,0,0,0
Roaring Skies,Carbink,47,1,0,0,0,0,0,0,0
Roaring Skies,Klefki,48,2,0,0,0,0,0,0,0
Roaring Skies,Dratini,49,2,0,0,0,0,0,0,0
Roaring Skies,Dragonair,50,2,0,0,0,0,0,0,0
Roaring Skies,Dragonite,51,2,0,0,0,0,0,0,0
Roaring Skies,Altaria,53,1,0,0,0,0,0,0,0
Roaring Skies,Bagon,54,2,0,0,0,0,0,0,0
Roaring Skies,Bagon,55,2,0,0,0,0,0,0,0
Roaring Skies,Shelgon,56,2,0,0,0,0,0,0,0
Roaring Skies,Salamence,57,1,1,0,0,0,0,0,0
Roaring Skies,Hydreigon-EX,62,1,0,0,0,0,0,0,0
Roaring Skies,Reshiram,63,1,0,0,0,0,0,0,0
Roaring Skies,Spearow,65,2,0,0,0,0,0,0,0
Roaring Skies,Fearow,66,2,0,0,0,0,0,0,0
Roaring Skies,Meowth,67,2,0,0,0,0,0,0,0
Roaring Skies,Dunsparce,68,2,0,0,0,0,0,0,0
Roaring Skies,Skarmory,69,1,1,0,0,0,0,0,0
Roaring Skies,Taillow,70,1,0,0,0,0,0,0,0
Roaring Skies,Swellow,71,1,0,0,0,0,0,0,0
Roaring Skies,Swellow,72,1,0,0,0,0,0,0,0
Roaring Skies,Swablu,73,2,1,0,0,0,0,0,0
Roaring Skies,Altaria,74,2,0,0,0,0,0,0,0
SWSH Black Star Promos,Snorlax,SWSH032,0,0,1,0,0,0,0,0
Roaring Skies,Pidove,78,2,2,0,0,0,0,0,0
Roaring Skies,Tranquill,79,2,0,0,0,0,0,0,0
Roaring Skies,Unfezant,80,1,0,0,0,0,0,0,0
Roaring Skies,Unfezant,81,1,0,0,0,0,0,0,0
Roaring Skies,Fletchling,82,2,1,0,0,0,0,0,0
Roaring Skies,Gallade Spirit Link,83,2,0,0,0,0,0,0,0
Roaring Skies,Healing Scarf,84,2,0,0,0,0,0,0,0
Roaring Skies,Latios Spirit Link,85,2,0,0,0,0,0,0,0
Roaring Skies,Mega Turbo,86,1,0,0,0,0,0,0,0
Roaring Skies,Rayquaza Spirit Link,87,2,0,0,0,0,0,0,0
Roaring Skies,Revive,88,1,0,0,0,0,0,0,0
Roaring Skies,Sky Field,89,1,0,0,0,0,0,0,0
Roaring Skies,Steven,90,2,0,0,0,0,0,0,0
Roaring Skies,Switch,91,2,0,0,0,0,0,0,0
SWSH Black Star Promos,Morpeko,SWSH031,0,0,1,0,0,0,0,0
Roaring Skies,Ultra Ball,93,2,0,0,0,0,0,0,0
Roaring Skies,Wally,94,2,0,0,0,0,0,0,0
Roaring Skies,Wide Lens,95,2,0,0,0,0,0,0,0
Roaring Skies,Winona,96,2,0,0,0,0,0,0,0
Roaring Skies,Double Dragon Energy,97,4,0,0,0,0,0,0,0
Roaring Skies,Energy Switch,109,1,0,0,0,0,0,0,0
Evolutions,Venusaur-EX,1,1,0,0,0,0,0,0,0
Evolutions,M Venusaur-EX,2,1,0,0,0,0,0,0,0
Evolutions,Caterpie,3,2,1,0,0,0,0,0,0
Evolutions,Metapod,4,2,1,0,0,0,0,0,0
Evolutions,Weedle,5,2,1,0,0,0,0,0,0
Evolutions,Kakuna,6,2,1,0,0,0,0,0,0
Evolutions,Beedrill,7,2,1,0,0,0,0,0,0
Evolutions,Tangela,8,2,2,0,0,0,0,0,0
Evolutions,Charmander,9,2,1,0,0,0,0,0,0
Evolutions,Charmeleon,10,2,1,0,0,0,0,0,0
Evolutions,Charizard-EX,12,2,0,0,0,0,0,0,0
Evolutions,M Charizard-EX,13,1,0,0,0,0,0,0,0
Evolutions,Vulpix,14,2,1,0,0,0,0,0,0
Evolutions,Ninetales,15,1,1,0,0,0,0,0,0
Evolutions,Ninetales BREAK,16,1,0,0,0,0,0,0,0
Evolutions,Growlithe,17,2,2,0,0,0,0,0,0
Evolutions,Arcanine,18,2,1,0,0,0,0,0,0
Evolutions,Ponyta,19,2,2,0,0,0,0,0,0
Evolutions,Magmar,20,2,2,0,0,0,0,0,0
Evolutions,Blastoise-EX,21,2,0,0,0,0,0,0,0
Evolutions,M Blastoise-EX,22,1,0,0,0,0,0,0,0
Evolutions,Poliwag,23,2,1,0,0,0,0,0,0
Evolutions,Poliwhirl,24,2,1,0,0,0,0,0,0
Evolutions,Poliwrath,25,2,0,0,0,0,0,0,0
Evolutions,Slowbro-EX,26,1,0,0,0,0,0,0,0
Evolutions,M Slowbro-EX,27,1,0,0,0,0,0,0,0
Evolutions,Seel,28,2,1,0,0,0,0,0,0
Evolutions,Dewgong,29,2,0,0,0,0,0,0,0
Evolutions,Staryu,30,2,1,0,0,0,0,0,0
Evolutions,Starmie,31,2,0,0,0,0,0,0,0
Evolutions,Starmie BREAK,32,3,0,0,0,0,0,0,0
Evolutions,Magikarp,33,2,1,0,0,0,0,0,0
Evolutions,Pikachu,35,1,2,0,0,0,0,0,0
Evolutions,Raichu,36,2,1,0,0,0,0,0,0
Evolutions,Magnemite,37,2,2,0,0,0,0,0,0
Evolutions,Magneton,38,0,1,0,0,0,0,0,0
Evolutions,Voltorb,39,2,2,0,0,0,0,0,0
Evolutions,Electrode,40,2,1,0,0,0,0,0,0
Evolutions,Electabuzz,41,2,0,0,0,0,0,0,0
Evolutions,Zapdos,42,0,1,0,0,0,0,0,0
Evolutions,Nidoran♂,43,2,1,0,0,0,0,0,0
Evolutions,Nidorino,44,2,2,0,0,0,0,0,0
Evolutions,Nidoking,45,1,3,0,0,0,0,0,0
Evolutions,Nidoking BREAK,46,1,0,0,0,0,0,0,0
Evolutions,Gastly,47,2,1,0,0,0,0,0,0
Evolutions,Haunter,48,2,2,0,0,0,0,0,0
Evolutions,Drowzee,49,2,2,0,0,0,0,0,0
Evolutions,Koffing,50,2,1,0,0,0,0,0,0
Evolutions,Mewtwo,51,1,1,0,0,0,0,0,0
Evolutions,Mewtwo-EX,52,1,0,0,0,0,0,0,0
Evolutions,Mew,53,1,1,0,0,0,0,0,0
Evolutions,Sandshrew,54,2,2,0,0,0,0,0,0
Evolutions,Diglett,55,2,0,0,0,0,0,0,0
Evolutions,Dugtrio,56,2,1,0,0,0,0,0,0
Evolutions,Machop,57,2,2,0,0,0,0,0,0
Evolutions,Machoke,58,2,2,0,0,0,0,0,0
Evolutions,Machamp,59,0,1,0,0,0,0,0,0
Evolutions,Onix,61,2,1,0,0,0,0,0,0
Evolutions,Hitmonchan,62,1,3,0,0,0,0,0,0
Evolutions,Clefairy,63,0,1,0,0,0,0,0,0
Evolutions,Pidgeot-EX,64,1,0,0,0,0,0,0,0
Evolutions,M Pidgeot-EX,65,2,0,0,0,0,0,0,0
Evolutions,Rattata,66,2,1,0,0,0,0,0,0
Evolutions,Raticate,67,2,1,0,0,0,0,0,0
Evolutions,Farfetch'd,68,2,1,0,0,0,0,0,0
Evolutions,Doduo,69,2,0,0,0,0,0,0,0
Evolutions,Chansey,70,4,0,0,0,0,0,0,0
Evolutions,Porygon,71,2,0,0,0,0,0,0,0
Evolutions,Dragonite-EX,72,1,0,0,0,0,0,0,0
Evolutions,Blastoise Spirit Link,73,2,1,0,0,0,0,0,0
Evolutions,Brock's Grit,74,2,2,0,0,0,0,0,0
Evolutions,Charizard Spirit Link,75,2,0,0,0,0,0,0,0
Evolutions,Devolution Spray,76,2,1,0,0,0,0,0,0
Evolutions,Energy Retrieval,77,2,1,0,0,0,0,0,0
Evolutions,Full Heal,78,2,0,0,0,0,0,0,0
Evolutions,Maintenance,79,2,0,0,0,0,0,0,0
Evolutions,Misty's Determination,80,2,1,0,0,0,0,0,0
Evolutions,Pidgeot Spirit Link,81,2,2,0,0,0,0,0,0
Evolutions,Pokédex,82,2,1,0,0,0,0,0,0
Evolutions,Potion,83,2,0,0,0,0,0,0,0
Evolutions,Professor Oak's Hint,84,2,2,0,0,0,0,0,0
Evolutions,Revive,85,2,1,0,0,0,0,0,0
Evolutions,Slowbro Spirit Link,86,2,1,0,0,0,0,0,0
Evolutions,Super Potion,87,2,0,0,0,0,0,0,0
Evolutions,Switch,88,2,2,0,0,0,0,0,0
Evolutions,Venusaur Spirit Link,89,2,1,0,0,0,0,0,0
Evolutions,Double Colorless Energy,90,2,0,0,0,0,0,0,0
Evolutions,Basic Grass Energy,91,1,0,0,0,0,0,0,0
Evolutions,Basic Fire Energy,92,0,1,0,0,0,0,0,0
Evolutions,Basic Water Energy,93,1,3,0,0,0,0,0,0
Evolutions,Basic Lightning Energy,94,1,1,0,0,0,0,0,0
Evolutions,Basic Psychic Energy,95,1,1,0,0,0,0,0,0
Evolutions,Basic Fighting Energy,96,1,1,0,0,0,0,0,0
Evolutions,Basic Darkness Energy,97,2,1,0,0,0,0,0,0
Evolutions,Basic Metal Energy,98,1,0,0,0,0,0,0,0
Evolutions,Basic Fairy Energy,99,1,1,0,0,0,0,0,0
Evolutions,M Venusaur-EX,100,1,0,0,0,0,0,0,0
Evolutions,M Charizard-EX,101,1,0,0,0,0,0,0,0
Evolutions,Mewtwo-EX,103,2,0,0,0,0,0,0,0
Evolutions,Pidgeot-EX,104,1,0,0,0,0,0,0,0
Evolutions,Brock's Grit,107,1,0,0,0,0,0,0,0
Evolutions,ナッシー[Exeggutor],109,1,0,0,0,0,0,0,0
BREAKthrough,Paras,1,2,0,0,0,0,0,0,0
BREAKthrough,Cacnea,4,1,0,0,0,0,0,0,0
BREAKthrough,Pansage,5,0,1,0,0,0,0,0,0
BREAKthrough,Chespin,7,2,0,0,0,0,0,0,0
BREAKthrough,Chespin,8,1,0,0,0,0,0,0,0
BREAKthrough,Quilladin,10,1,0,0,0,0,0,0,0
BREAKthrough,Chesnaught BREAK,12,1,0,0,0,0,0,0,0
BREAKthrough,Scatterbug,13,1,0,0,0,0,0,0,0
BREAKthrough,Spewpa,14,2,1,0,0,0,0,0,0
BREAKthrough,Skiddo,16,2,0,0,0,0,0,0,0
BREAKthrough,Cyndaquil,18,2,0,0,0,0,0,0,0
BREAKthrough,Quilava,19,1,0,0,0,0,0,0,0
BREAKthrough,M Houndoom-EX,22,2,0,0,0,0,0,0,0
BREAKthrough,Pansear,23,2,0,0,0,0,0,0,0
BREAKthrough,Simisear,24,1,0,0,0,0,0,0,0
BREAKthrough,Fennekin,25,2,0,0,0,0,0,0,0
BREAKthrough,Goldeen,27,1,0,0,0,0,0,0,0
BREAKthrough,Seaking,28,0,1,0,0,0,0,0,0
BREAKthrough,Staryu,29,1,0,0,0,0,0,0,0
BREAKthrough,Starmie,30,1,0,0,0,0,0,0,0
BREAKthrough,Remoraid,31,2,1,0,0,0,0,0,0
BREAKthrough,Remoraid,32,1,0,0,0,0,0,0,0
BREAKthrough,Piplup,36,1,0,0,0,0,0,0,0
BREAKthrough,Prinplup,37,2,1,0,0,0,0,0,0
BREAKthrough,Snover,39,2,0,0,0,0,0,0,0
BREAKthrough,Abomasnow,40,2,0,0,0,0,0,0,0
BREAKthrough,Panpour,41,2,0,0,0,0,0,0,0
BREAKthrough,Simipour,42,1,0,0,0,0,0,0,0
BREAKthrough,Vanillite,43,1,0,0,0,0,0,0,0
BREAKthrough,Vanillish,44,2,0,0,0,0,0,0,0
BREAKthrough,Vanilluxe,45,2,0,0,0,0,0,0,0
BREAKthrough,Froakie,46,2,0,0,0,0,0,0,0
BREAKthrough,Frogadier,47,1,0,0,0,0,0,0,0
BREAKthrough,Pikachu,48,1,0,0,0,0,0,0,0
BREAKthrough,Raichu BREAK,50,1,0,0,0,0,0,0,0
BREAKthrough,Magnemite,51,2,0,0,0,0,0,0,0
BREAKthrough,Magnemite,52,1,0,0,0,0,0,0,0
BREAKthrough,Magneton,53,2,0,0,0,0,0,0,0
BREAKthrough,Magnezone,54,1,1,0,0,0,0,0,0
BREAKthrough,Raikou,55,1,0,0,0,0,0,0,0
BREAKthrough,Dedenne,57,2,0,0,0,0,0,0,0
BREAKthrough,Gastly,58,2,0,0,0,0,0,0,0
BREAKthrough,Haunter,59,2,0,0,0,0,0,0,0
BREAKthrough,Gengar,60,1,0,0,0,0,0,0,0
BREAKthrough,Mewtwo-EX,62,1,0,0,0,0,0,0,0
BREAKthrough,Misdreavus,65,2,0,0,0,0,0,0,0
BREAKthrough,Wobbuffet,67,2,0,0,0,0,0,0,0
BREAKthrough,Ralts,68,2,0,0,0,0,0,0,0
BREAKthrough,Woobat,71,1,0,0,0,0,0,0,0
BREAKthrough,Swoobat,72,2,0,0,0,0,0,0,0
BREAKthrough,Elgyem,73,1,0,0,0,0,0,0,0
BREAKthrough,Sandshrew,75,2,0,0,0,0,0,0,0
BREAKthrough,Sandslash,76,1,0,0,0,0,0,0,0
BREAKthrough,Cubone,77,2,1,0,0,0,0,0,0
BREAKthrough,Marowak,78,1,0,0,0,0,0,0,0
BREAKthrough,Swinub,80,2,0,0,0,0,0,0,0
BREAKthrough,Piloswine,81,0,1,0,0,0,0,0,0
BREAKthrough,Mamoswine,82,1,0,0,0,0,0,0,0
BREAKthrough,Hippopotas,83,1,0,0,0,0,0,0,0
BREAKthrough,Gallade,84,1,0,0,0,0,0,0,0
BREAKthrough,Pancham,86,1,0,0,0,0,0,0,0
BREAKthrough,Cacturne,88,2,0,0,0,0,0,0,0
BREAKthrough,Zorua,89,2,0,0,0,0,0,0,0
BREAKthrough,Zorua,90,1,0,0,0,0,0,0,0
BREAKthrough,Inkay,93,1,1,0,0,0,0,0,0
BREAKthrough,Bronzor,95,2,0,0,0,0,0,0,0
BREAKthrough,Bronzong,96,1,0,0,0,0,0,0,0
BREAKthrough,Mr. Mime,97,1,0,0,0,0,0,0,0
BREAKthrough,Snubbull,98,1,0,0,0,0,0,0,0
BREAKthrough,Granbull,99,2,0,0,0,0,0,0,0
BREAKthrough,Flabébé,101,2,0,0,0,0,0,0,0
BREAKthrough,Spritzee,105,2,1,0,0,0,0,0,0
BREAKthrough,Xerneas,107,1,0,0,0,0,0,0,0
BREAKthrough,Axew,108,3,0,0,0,0,0,0,0
BREAKthrough,Axew,109,1,0,0,0,0,0,0,0
BREAKthrough,Fraxure,110,2,0,0,0,0,0,0,0
BREAKthrough,Noivern,112,1,0,0,0,0,0,0,0
BREAKthrough,Meowth,114,2,0,0,0,0,0,0,0
BREAKthrough,Doduo,115,1,0,0,0,0,0,0,0
BREAKthrough,Dodrio,117,2,0,0,0,0,0,0,0
BREAKthrough,Snorlax,118,2,0,0,0,0,0,0,0
BREAKthrough,Hoothoot,119,2,0,0,0,0,0,0,0
BREAKthrough,Teddiursa,121,1,0,0,0,0,0,0,0
BREAKthrough,Ursaring,122,1,1,0,0,0,0,0,0
BREAKthrough,Smeargle,123,2,0,0,0,0,0,0,0
BREAKthrough,Swablu,124,1,0,0,0,0,0,0,0
BREAKthrough,Starly,125,2,0,0,0,0,0,0,0
BREAKthrough,Staravia,126,1,0,0,0,0,0,0,0
BREAKthrough,Staraptor,127,1,1,0,0,0,0,0,0
BREAKthrough,Rufflet,129,1,0,0,0,0,0,0,0
BREAKthrough,Noibat,131,2,0,0,0,0,0,0,0
BREAKthrough,Noibat,132,2,0,0,0,0,0,0,0
BREAKthrough,Brigette,134,0,1,0,0,0,0,0,0
BREAKthrough,Fisherman,136,1,0,0,0,0,0,0,0
BREAKthrough,Float Stone,137,2,0,0,0,0,0,0,0
BREAKthrough,Giovanni's Scheme,138,1,0,0,0,0,0,0,0
BREAKthrough,Heavy Ball,140,2,0,0,0,0,0,0,0
BREAKthrough,Heavy Boots,141,1,0,0,0,0,0,0,0
BREAKthrough,Houndoom Spirit Link,142,1,0,0,0,0,0,0,0
BREAKthrough,Judge,143,1,0,0,0,0,0,0,0
BREAKthrough,Parallel City,145,1,0,0,0,0,0,0,0
BREAKthrough,Professor's Letter,146,5,0,0,0,0,0,0,0
BREAKthrough,Reserved Ticket,147,0,1,0,0,0,0,0,0
BREAKthrough,Skyla,148,2,0,0,0,0,0,0,0
BREAKthrough,Super Rod,149,2,0,0,0,0,0,0,0
BREAKthrough,Burning Energy,151,1,0,0,0,0,0,0,0
BREAKthrough,Rainbow Energy,152,0,1,0,0,0,0,0,0
BREAKthrough,Mewtwo-EX,164,1,0,0,0,0,0,0,0
Steam Siege,Tangela,1,2,2,0,0,0,0,0,0
Steam Siege,Tangrowth,2,1,1,0,0,0,0,0,0
Steam Siege,Hoppip,3,2,1,0,0,0,0,0,0
Steam Siege,Skiploom,4,2,0,0,0,0,0,0,0
Steam Siege,Jumpluff,5,2,0,0,0,0,0,0,0
Steam Siege,Yanma,6,2,1,0,0,0,0,0,0
Steam Siege,Yanmega,7,1,1,0,0,0,0,0,0
Steam Siege,Yanmega BREAK,8,1,0,0,0,0,0,0,0
Steam Siege,Seedot,9,2,1,0,0,0,0,0,0
Steam Siege,Nuzleaf,10,2,0,0,0,0,0,0,0
Steam Siege,Shiftry,11,1,1,0,0,0,0,0,0
Steam Siege,Foongus,12,2,0,0,0,0,0,0,0
Steam Siege,Amoonguss,13,1,0,0,0,0,0,0,0
Steam Siege,Larvesta,14,2,1,0,0,0,0,0,0
Steam Siege,Volcarona,15,1,0,0,0,0,0,0,0
Steam Siege,Ponyta,16,2,1,0,0,0,0,0,0
Steam Siege,Rapidash,17,2,0,0,0,0,0,0,0
Steam Siege,Chimchar,18,2,0,0,0,0,0,0,0
Steam Siege,Monferno,19,2,1,0,0,0,0,0,0
Steam Siege,Litleo,22,2,1,0,0,0,0,0,0
Steam Siege,Pyroar,23,2,0,0,0,0,0,0,0
Steam Siege,Volcanion,25,1,0,0,0,0,0,0,0
Steam Siege,Mantine,27,2,0,0,0,0,0,0,0
Steam Siege,Shellos,28,2,0,0,0,0,0,0,0
Steam Siege,Gastrodon,29,2,0,0,0,0,0,0,0
Steam Siege,Oshawott,30,2,0,0,0,0,0,0,0
Steam Siege,Dewott,31,2,1,0,0,0,0,0,0
Steam Siege,Samurott,32,1,0,0,0,0,0,0,0
Steam Siege,Clauncher,33,2,2,0,0,0,0,0,0
Steam Siege,Clawitzer,34,2,0,0,0,0,0,0,0
Steam Siege,Bergmite,36,2,0,0,0,0,0,0,0
Steam Siege,Avalugg,37,1,2,0,0,0,0,0,0
Steam Siege,Mareep,38,2,2,0,0,0,0,0,0
Steam Siege,Flaaffy,39,2,0,0,0,0,0,0,0
Steam Siege,Ampharos,40,1,0,0,0,0,0,0,0
Steam Siege,Joltik,41,2,2,0,0,0,0,0,0
Steam Siege,Galvantula,42,1,0,0,0,0,0,0,0
Steam Siege,Nidoran♂,43,2,0,0,0,0,0,0,0
Steam Siege,Nidorino,44,2,0,0,0,0,0,0,0
Steam Siege,Nidoking,45,2,0,0,0,0,0,0,0
Steam Siege,Drifloon,46,2,1,0,0,0,0,0,0
Steam Siege,Drifblim,47,2,1,0,0,0,0,0,0
Steam Siege,Litwick,48,2,0,0,0,0,0,0,0
Steam Siege,Lampent,49,2,0,0,0,0,0,0,0
Steam Siege,Hoopa,51,1,0,0,0,0,0,0,0
Steam Siege,Mankey,52,2,0,0,0,0,0,0,0
Steam Siege,Primeape,53,1,0,0,0,0,0,0,0
Steam Siege,Nosepass,54,2,1,0,0,0,0,0,0
Steam Siege,Probopass,55,1,0,0,0,0,0,0,0
Steam Siege,Anorith,56,1,1,0,0,0,0,0,0
Steam Siege,Armaldo,57,2,0,0,0,0,0,0,0
Steam Siege,Croagunk,58,2,1,0,0,0,0,0,0
Steam Siege,Toxicroak,59,2,0,0,0,0,0,0,0
Steam Siege,Sneasel,60,2,0,0,0,0,0,0,0
Steam Siege,Weavile,61,2,0,0,0,0,0,0,0
Steam Siege,Spiritomb,62,2,0,0,0,0,0,0,0
Steam Siege,Pawniard,63,2,0,0,0,0,0,0,0
Steam Siege,Yveltal,65,1,0,0,0,0,0,0,0
Steam Siege,Yveltal BREAK,66,1,0,0,0,0,0,0,0
Steam Siege,Shieldon,69,2,0,0,0,0,0,0,0
Steam Siege,Bastiodon,70,2,0,0,0,0,0,0,0
Steam Siege,Klink,71,2,0,0,0,0,0,0,0
Steam Siege,Klang,72,2,1,0,0,0,0,0,0
Steam Siege,Klinklang,73,0,1,0,0,0,0,0,0
Steam Siege,Cobalion,74,1,0,0,0,0,0,0,0
Steam Siege,Magearna-EX,75,1,0,0,0,0,0,0,0
Steam Siege,Marill,76,2,0,0,0,0,0,0,0
Steam Siege,Azumarill,77,2,0,0,0,0,0,0,0
Steam Siege,M Gardevoir-EX,79,1,0,0,0,0,0,0,0
Steam Siege,Klefki,80,2,0,0,0,0,0,0,0
Steam Siege,Xerneas,81,1,0,0,0,0,0,0,0
Steam Siege,Xerneas BREAK,82,1,0,0,0,0,0,0,0
Steam Siege,Druddigon,83,1,0,0,0,0,0,0,0
Steam Siege,Deino,84,2,1,0,0,0,0,0,0
Steam Siege,Zweilous,85,2,0,0,0,0,0,0,0
Steam Siege,Hydreigon,86,0,1,0,0,0,0,0,0
Steam Siege,Hydreigon BREAK,87,1,0,0,0,0,0,0,0
Steam Siege,Meowth,88,2,0,0,0,0,0,0,0
Steam Siege,Persian,89,2,0,0,0,0,0,0,0
Steam Siege,Aipom,90,2,0,0,0,0,0,0,0
Steam Siege,Ambipom,91,2,1,0,0,0,0,0,0
Steam Siege,Rufflet,92,2,1,0,0,0,0,0,0
Steam Siege,Braviary,93,2,0,0,0,0,0,0,0
Steam Siege,Fletchling,94,2,1,0,0,0,0,0,0
Steam Siege,Fletchinder,95,2,2,0,0,0,0,0,0
Steam Siege,Talonflame,96,1,0,0,0,0,0,0,0
Steam Siege,Hawlucha,97,3,0,0,0,0,0,0,0
Steam Siege,Armor Fossil Shieldon,98,2,0,0,0,0,0,0,0
Steam Siege,Captivating Poké Puff,99,1,0,0,0,0,0,0,0
Steam Siege,Claw Fossil Anorith,100,2,0,0,0,0,0,0,0
Steam Siege,Gardevoir Spirit Link,101,2,0,0,0,0,0,0,0
Steam Siege,Greedy Dice,102,2,0,0,0,0,0,0,0
Steam Siege,Ninja Boy,103,2,0,0,0,0,0,0,0
Steam Siege,Pokémon Ranger,104,2,0,0,0,0,0,0,0
Steam Siege,Special Charge,105,2,0,0,0,0,0,0,0
Steam Siege,Steelix Spirit Link,106,2,0,0,0,0,0,0,0
Steam Siege,Volcanion-EX,107,2,0,0,0,0,0,0,0
Steam Siege,Magearna-EX,110,1,0,0,0,0,0,0,0
Steam Siege,Gardevoir-EX,116,1,0,0,0,0,0,0,0
Shining Legends,Bulbasaur,1,2,1,0,0,0,0,0,0
Shining Legends,Ivysaur,2,2,1,0,0,0,0,0,0
Shining Legends,Venusaur,3,2,1,0,0,0,0,0,0
Shining Legends,Shroomish,4,2,1,0,0,0,0,0,0
Shining Legends,Breloom,5,2,1,0,0,0,0,0,0
Shining Legends,Carnivine,6,2,2,0,0,0,0,0,0
Shining Legends,Shaymin (Sky Forme),7,2,2,0,0,0,0,0,0
Shining Legends,Virizion,8,2,1,0,0,0,0,0,0
Shining Legends,Shining Genesect,9,1,0,0,0,0,0,0,0
Shining Legends,Entei-GX,10,2,0,0,0,0,0,0,0
Shining Legends,Torkoal,11,2,2,0,0,0,0,0,0
Shining Legends,Larvesta,12,2,2,0,0,0,0,0,0
Shining Legends,Volcarona,13,2,1,0,0,0,0,0,0
Shining Legends,Reshiram,14,2,1,0,0,0,0,0,0
Shining Legends,Litten,15,2,2,0,0,0,0,0,0
Shining Legends,Torracat,16,2,1,0,0,0,0,0,0
Shining Legends,Incineroar,17,2,1,0,0,0,0,0,0
Shining Legends,Totodile,18,2,1,0,0,0,0,0,0
Shining Legends,Croconaw,19,2,1,0,0,0,0,0,0
Shining Legends,Feraligatr,20,2,1,0,0,0,0,0,0
Shining Legends,Qwilfish,21,2,1,0,0,0,0,0,0
Shining Legends,Buizel,22,2,1,0,0,0,0,0,0
Shining Legends,Floatzel,23,2,1,0,0,0,0,0,0
Shining Legends,Palkia,24,2,1,0,0,0,0,0,0
Shining Legends,Manaphy,25,2,1,0,0,0,0,0,0
Shining Legends,Keldeo,26,2,1,0,0,0,0,0,0
Shining Legends,Shining Volcanion,27,1,0,0,0,0,0,0,0
Shining Legends,Pikachu,28,2,1,0,0,0,0,0,0
Shining Legends,Raichu-GX,29,1,0,0,0,0,0,0,0
Shining Legends,Voltorb,30,2,1,0,0,0,0,0,0
Shining Legends,Electrode,31,2,1,0,0,0,0,0,0
Shining Legends,Raikou,32,1,1,0,0,0,0,0,0
Shining Legends,Plusle,33,2,1,0,0,0,0,0,0
Shining Legends,Minun,34,2,1,0,0,0,0,0,0
Shining Legends,Zekrom,35,2,1,0,0,0,0,0,0
Shining Legends,Ekans,36,2,1,0,0,0,0,0,0
Shining Legends,Arbok,37,2,1,0,0,0,0,0,0
Shining Legends,Jynx,38,1,1,0,0,0,0,0,0
Shining Legends,Mewtwo-GX,39,2,0,0,0,0,0,0,0
Shining Legends,Shining Mew,40,1,0,0,0,0,0,0,0
Shining Legends,Latios,41,2,1,0,0,0,0,0,0
Shining Legends,Shining Jirachi,42,1,0,0,0,0,0,0,0
Shining Legends,Golett,43,2,2,0,0,0,0,0,0
Shining Legends,Golurk,44,1,1,0,0,0,0,0,0
Shining Legends,Marshadow,45,2,1,0,0,0,0,0,0
Shining Legends,Stunfisk,46,2,2,0,0,0,0,0,0
Shining Legends,Spiritomb,47,1,1,0,0,0,0,0,0
Shining Legends,Purrloin,48,1,1,0,0,0,0,0,0
Shining Legends,Liepard,49,1,1,0,0,0,0,0,0
Shining Legends,Scraggy,50,1,1,0,0,0,0,0,0
Shining Legends,Scrafty,51,1,1,0,0,0,0,0,0
Shining Legends,Zorua,52,1,1,0,0,0,0,0,0
Shining Legends,Zoroark-GX,53,1,0,0,0,0,0,0,0
Shining Legends,Yveltal,54,2,1,0,0,0,0,0,0
Shining Legends,Hoopa(Hoopa Unbound),55,2,1,0,0,0,0,0,0
Shining Legends,Shining Rayquaza,56,1,0,0,0,0,0,0,0
Shining Legends,Shining Arceus,57,1,0,0,0,0,0,0,0
